caption,topic
"I beat you! The curse is broken, you are to leave Washington square park!",-1
Check Mate!! Now the Scythe belongs to me.,30
Checkmatelovetostaygottago.,9
"Checkmate @leadermcconnell!""  @adamsackstoon",15
I knew I could beat you without cheating.,0
"Touché.  Mr. ""No Way Out of This One!""",12
It's a deal!,63
"I done told you once you son of a bitch, I'm the best there's ever been.",34
Bob: Check-mate Death:*Sythe*,11
"Try again tomorrow, buddy.",-1
Check! And you probably thought I was too young to know the classic Ingmar Bergman gambit!,-1
"Okay, I'll give you another chance. You free sometime next year?",72
"Checkmate,performative Liberals!",74
"Not so Fast!...In the ""Seventh Seal Revisited"", Bergman lets me cheat!",16
Before I execute this play- are you a sore loser?,40
"Good game,see you tomorrow in Samarra",85
"I said I'll take YOUR queen, not I'll take you QUEEN.",6
"You're kind of a bummer, Steve",0
Now you know how I feel about sudden death rounds,20
What! Me cheat Death?,0
"Ah, the Rook. The last Deathly Hallow!",78
Ha! Now who's the cheater?,0
(death:) Come on MAKE my Day!,-1
"Sorry but for you that means, ""Burn in my chest, mate.""",3
I did my own research by listening to Joe Rogan!,-1
Are You Dead Sure You Want To Make That Move?,25
"You win, but we're switching outfits.",14
"Aha!  While I swill with Lucretia, you get to listen to Adolf reading Mein Kampf for the next 1,000 years.",16
Don’t feel too bad ... Mitch McConnell pulled the same stunt when Obama nominated Merrick Garland!,74
"I think I can refuse the King’s dead, so it’s a draw",7
"I'm cheating you, mate, so stop flipping me off.",0
"Your queen won't make it to the afterlife, but you still can!",6
Crown me!,7
"Come on, Death! Thought you were a more than just a scary outfit.",-1
"I may not know chess, but I believe that's touchdown.",2
Ha! Who says you can’t beat the grim reaper.,36
Check mate. You should stick with dominoes.,3
"Not so fast, Hotshot…",-1
"Hurray! I won, so take me now as promised.",1
"Check, you lose. Want to go two out of three?",23
"Remember, I play the long game.",4
Yup ... Bobby won that one .. a special life moment to be sure. But really just delaying the inevitable.,68
Ha! Checkmate! Now you have to take me!,-1
Check mate. I win.  Now you are my pawn. See you again in 50 years,35
I win but now there’s this pain going down my arm.,1
"You are no longer undefeated, chump!",-1
You know what else is inevitable? Checkmate!,11
Ha! You've got to use long-term thinking.,72
Three out of five?,23
Two outta Three?,23
"You’re not gonna be a sore loser, are you?",40
Ok maybe you just won but we have to play again because I was cheating,0
You may have Checkmate but I have the Clear Advantage!,-1
I guess that's the end of our duel to the death,10
Again!,-1
And that’s when I knew we’d be together forever,-1
"Come on. You agreed if I win, we'd play another game!",4
"So, you’ll honor our deal, right?",63
"Time’s up, death.",18
Bitcoin is worthless.,91
I hope “Sudden Death” isn’t a chess term.”,2
"No way, I cheated you fair and square!",0
. But I have one episode of The Queens Gambit left!,24
"Check!""                                                
                   ""...your cholesterol.",3
"Ha! You always have to think a few steps ahead and think, what might they do next.",-1
Checkmate! I win!,31
"Checkmate!  What do you say now, big guy?",39
"My body, my choice.",-1
"No, no! You can capture the King, but you can't take him.",7
Reap this! I also avoided paying taxes.,5
Now this year you must pay for the subscription to the New Yorker Magazine!,-1
Do you r-e-a-l-l-y want to make that move?,25
You’re killing me!,83
...And you call yourself the 'Angel Of Death'? You're more like the 'Aged Of Checkers',-1
Oh dear... Are you sure it's a good idea?,25
"My boss, Steve! He’s going to take my place. I don’t have to die today! Whoohoo!",-1
"So, you want to finish the game this quickly?",4
They don't teach the dementors how to play by the rules at Hogwarts,44
That wasn't the only sacrifice I had in mind...,77
Maybe not today but you're still mine.,42
"This is your King, Pedro. You shouldn't move my pieces to lose on purpose",7
Leave the Queen take the cannoli,6
Outsmarting death,-1
I win!  You have to give me an extra hour!,1
"Checkmate, sucker! How about a sudden death tiebreaker?",-1
"Of course I cheated...haven't you ever heard of someone cheating death?""",0
Covid vaccine!,17
Hope this makes you even grimmer….. Checkmate and death to your king!,80
Gambler's luck till the time's up,-1
"Thanks for playing again! Every night before I sleep,I like to cheat death one more time.",0
...and that's why you never play chess with a dead man!,2
„We said two out of three games - now go and get Elvis back!“,-1
and that was the last time i sucked a dick!,-1
"Checkmate 
My bishop
Has Obi Kenobi’s magic wand",28
"It took you being dead, but I finally won!",1
It doesn't pay to cheat!,0
"Just because I’m a pawn in the eyes of the New Yorker, I show no fear in the presence of a poorly dressed dead guy.",-1
Great move! Now I'm sending you to a place where you'll learn it's better to lose sometimes.,-1
"I'm the grim reaper but back off, your breath sucks.",36
"I still have a chance, pandemic or not.",17
Checkmate! Reap em and weep.,-1
Who says I can't cheat the Grim Reaper?  Check Mate!,36
"Boy, do you need a breath mint!",64
Take this and we're even?,-1
I shoulda had my Wheaties.,47
best 3 out of 4?,13
I want a kiss.,43
I'll raise you a Queen's sacrifice.,6
It is not Thanatos! It' is the king!,7
"Aha !
You’re dead in this game",54
Knock Knock …..CHECKMATE!,15
"Wait, it’s not official until I take my hand off the piece.  Is this where you were hoping I’d move?  It’s not a trap, right?",84
Illegal move... you can't cheat death,0
"Rook and roll, Soul Man.",78
How to cheat a game of death,0
Checkmate!   Come on down.,15
Check mate!  You'll have to wait your turn.,3
Nothing is certain in this world. No exceptions.,-1
"I switched to insurance that covers my gym membership!  Castle, check!",70
2:1 I out survive you,-1
I'd like those extra 3 years of life signed by you on a piece of paper please. I don't know if you'll remember agreeing to this the next time we meet.,-1
"Checkmate. Now tell me, truly, who is Luke Skywalkers' Dad?",9
"Checkmate, you dumb bitch!",15
must be a winner to continue living,1
"Really, you didn't see that coming?",26
"Fine you can pay me in souls this time, but are you absolutely sure their non-fungible?",50
Checkmate! Now take your top off!,-1
You are on the clock.  Life is short!,18
Blah blah blah… fiat or bitcoin.,91
I win! You wanna play Life?,4
"Ha! Now who’s getting who’s soul today, Deathy?!?",50
"Never mind, life is too short for chess!",2
"SAH MAT DA-TE-N MORTII 
MA-TII",52
Check mate! And you don't have to give me the finger just because I beat you!,12
I’m a professional over-thinker…you can’t beat my species in mind games,2
"you may have won the battle, but I will win the war.",1
Check Mate...Now get out and don't come knocking again anytime soon,3
I’m as surprised as you; you’re impossible to cheat.,0
Roe/Wade Vs Reality,58
Not this one. We agreed.,13
"Times up, big fella!",18
I need the Heimlich.,-1
"Don’t even try me, I’m a skydiving instructor…I play with death every day",37
"But, I said J'adoube!'",52
Check Mate! I win and live to play another day!,-1
I guess you never read Macbeth.,6
"Checkmate! Sorry, gotta run.",15
NOT THIS TIME,-1
You’re right. Game over.,51
"Like I said; my fate is my soul -- f8=Soul, mate!",41
Well that's one way to date... I mean mate death...,-1
"No, you don't jump them, you move them like this.",-1
Booyah !! Winning is for the living,1
Unfortunately your time clock is up.,18
Looks like I get to en passant another day,75
"No,,
I said two out of three , not three out of five!!!",23
"Haha, I've beat Death himself at chess! Now I get to kill people!",2
"And MATE!  And yes, as a matter of fact, my surname IS Ukrainian!",88
"My bishop scythes your knight, ah ha!",33
Undefeated no longer.,-1
I dare you say that to my face!,43
"Checkmate! Dude, I told you the Sicilian defense was a death trap.",73
Not so fast Reaper…that’s checkmate!  ….now go find my mother-in-law.,86
My finger is still on it!,12
Checkmate! Who's the loser now?!?,-1
Now that's what I call a deadly move.   Checkmate!,8
"You may have won at chess Doug,
but you lost at the game of life!",2
"Not today, just not today",42
"How ironic.  I win with the ""Kiss of Death"" checkmate move!",-1
"I hope you're here for something other than what your known for""",4
"Young man, do you know what happened to the last chess player who said 'king me'? You're looking at him.",2
"Aha, I can cheat death!",0
I'm sure I'll win next time. Best out of three?,13
"I checkmate thee, Täby.",9
Ready to quit! Or do you want to play Samarra?,85
"I got a fever, and the only prescription is more cowbell!",-1
"You just had to touch your own king, didn't you? Checkmate!",80
Now give me the Tom Brady deal.,63
"You're playing sleepy, Grim Reapy!",29
"Among chess audiences, this is referred to as the Colbert Gambit",-1
Checkmate! Aha! Never mess with a Sicilian when death is on the line!,73
"Well then,I guess it is time for MY last move.",19
We WILL remain a democratic republic!,74
"More like the grim sleeper, am I right?",29
How about two out of three before we go?,23
"O blah dee, O blah dah, life goes on!",-1
I’ll choose white again if there is a next time!,27
"My God, you're just like Putin! How can a being so omnipotent be so stupid?",65
Checkmate in 3! You're doomed!,-1
Without caffeine you are doomed.”,-1
"Beating death is like beating your meat. In the end, you’re just screwing yourself.",21
"Checkmate!! It means you're dead. Or  at least stunned, I hope.",-1
"Doctor, I am the Great Clown Pagliacci.",-1
"Check mate, uteri.",3
No cheating!,0
"Checkmate, grim and weep.",86
J’adoube!,52
Mah jongg!,52
"I watched ""The Queens Gambit"" over quarantine.",24
Make that move and you’re coming with me,-1
Look at me. Do I look like a non vengeful loser to you...?,40
"Checkmate!
You are history, dude!",15
"Queens Gambit , my ass",24
The Sicilian Defense doesn't work against a moron!,73
Hah! Triple jump! King me!,7
Told you I didn’t need the vaccine.,17
So what if it’s checkmate? You’ve got your whole life ahead of you.,-1
Take my Queen. Please.,6
"Check mate means that I have immortality, ugh...right?",60
How many times have I told you to not pick your nose?,55
"No more life insurance?  Great.  But wait, an eternity of home maintenance?",70
Like to guess what the winning prize is.,1
Devil may care??  Checkmate.,82
"I didn't mean to kill you""",-1
"Checkmate! That'll be 10 Dogecoin, sir.""",-1
White supremism is still alive buddy.,27
"I know you’ve always beaten every other mortal throughout the ages, including Von Sydow. However, I don’t fear the reaper. Bam!",-1
Perhaps next time we should play Life instead?,4
OK now you have to pull down your hood and show your face like we agreed!,14
It’s only checkmate if I can live with it.,9
Ha ha!  Now you owe me a fiddle made of gold or something!,44
They’re called breasts and we all have them.,-1
"Okay, fine. One more game. But if I win, I’m taking your soul and your 401K.",50
"I can’t cheat you, but I just beat you!",0
remember that bad trip you had a couple years ago?,-1
"My White Knight takes your Dark Knight, checkmate!",33
You lose! Tell it to Human Resources!,-1
"Ha! Checkmate, jerk!",-1
"Awww, I guess I lose ;)",1
"You lose, Mr. Finger of Death!",12
