,caption,topic,aggregated_theme
11933,"i wanted to raid the colonies, but noooo, she wanted to open an espresso bar",1,Royalty
34295,"one day, elizabeth, one day, that will be you in that penthouse suite.",1,Royalty
14132,the queen's coming.,1,Royalty
12737,i'm leaving you...the queen and i are in love.,1,Royalty
12738,queen for a day is not all it was cracked up to be.,1,Royalty
12740,i'm leaving you for the queen.,1,Royalty
14120,tell the queen that the bridal chamber is ready.,1,Royalty
42548,"well, here you are my queen!",1,Royalty
29150,the queen says i have a problem with kingdom comes.,1,Royalty
29153,does the queen mother know you want a vasectomy?,1,Royalty
29154,"well, it came back positive. what did i tell you about playing with the queen of hearts?",1,Royalty
29155,might the queen be turning the thermostat down?,1,Royalty
29125,"the bad news is, “long live the queen.”",1,Royalty
29126,the diagnosis may come as a surprise but you’re a queen.,1,Royalty
29127,"if you still need an heir, i'm afraid it's going to take more than a new queen.",1,Royalty
29130,just one form to sign--that you're absolutely positive you'd rather be a queen.,1,Royalty
29131,"now, are you absolutely certain you want to be a queen?",1,Royalty
13182,the queen fell in love with me.,1,Royalty
13185,now do you feel like a queen?,1,Royalty
13187,i've found my queen.,1,Royalty
13175,i serve a new queen now.,1,Royalty
13177,"hah, you're not the queen anymore",1,Royalty
12815,the queen and i are just good friends.,1,Royalty
12817,it's good to be queen!,1,Royalty
40351,and then the queen actually pushed me!,1,Royalty
40329,they sent the queen’s horses and women this time,1,Royalty
40335,"well, it took the queen’s horses, too.",1,Royalty
40336,"well, all the queen’s corgis and all the queen’s women did a pretty good job, imho.",1,Royalty
40339,"then, they called in the queen. now (2020), might be another good time to call the queen.",1,Royalty
2730,the queen wants her knife back.,1,Royalty
2731,"i can assure you, your majesty, the lady indeed understands quality to quantity.",1,Royalty
2733,the queen is making a swift recovery.,1,Royalty
11907,you’ll be fine as long as their queen remains on you.,1,Royalty
14112,we're so sorry. perhaps your next queen shouldn't be so curious.,1,Royalty
14113,have the advanced scouts returned with word of the queen's mood yet?,1,Royalty
12806,i always wanted to meet the queen.,1,Royalty
12810,there's a real buzz about this place. the guest rooms have a surprising amount of space and the service staff is top notch. i've talked to the queen and she's offering a honey of a deal.,1,Royalty
12811,you are not my queen.,1,Royalty
12812,"remember when i submitted that entry for ""apian monthly's"" queen for a day contest?",1,Royalty
12813,brace yourself. i'm a queen.,1,Royalty
12814,"despite my protests, they made me their queen.",1,Royalty
31932,your queen isn't ready yet.,1,Royalty
13077,i used to call you my queen. how wrong i was.,1,Royalty
13079,what did you think i meant when i said i was leaving to serve the queen?,1,Royalty
13080,"honey, what was i supposed to do? the queen invited me.",1,Royalty
13413,they [in italics] treat me like a queen.,1,Royalty
13429,it's actually not bad having a queen.,1,Royalty
13433,you wanted me to learn how to treat you like a queen.,1,Royalty
13436,i have two queens in my life now.,1,Royalty
12531,i can remember back in the day when you didn't have to have a lawyer to chop the queen's head off.,1,Royalty
14778,ms. grey will see you now.,1,Royalty
13422,i'm not coming home. i'm in love with the queen,1,Royalty
13426,"i'm sorry, you need an appointment to see the queen.",1,Royalty
2737,"so the queen wants a divorce, does she? read the prenup!",1,Royalty
2738,"sire, after your spat last night, the queen hath ordered extra security over the royal jewels.",1,Royalty
12829,she'll only negotiate queen to queen.,1,Royalty
12818,"wish i could invite you to tonight's event, but the queen says it's guys only.",1,Royalty
12819,the queen is busy right now.,1,Royalty
12820,i can't. i've sworn allegiance to the queen.,1,Royalty
12822,"sorry honey, i'm a queen.",1,Royalty
12824,i knew that one day my queen would come,1,Royalty
14102,tell the queen i'll wait.,1,Royalty
14105,"""give a be-headings-up if you see the queen coming"".",1,Royalty
14106,enjoy it. that's as close as you'll ever get to the queen.,1,Royalty
14111,"mayhap the queen's 'i want you in the worst way' was but idiom, your highness.",1,Royalty
13428,why not live like a queen?,1,Royalty
13409,you're my one and only honey--and queen.,1,Royalty
12538,the queen said to lead the army of lawyers into the desert and ride away really fast.,1,Royalty
12826,no. i'm positive. we already have a queen.,1,Royalty
12827,we are entertaining candidates for a new queen.,1,Royalty
12828,i'm the queen's favorite.,1,Royalty
2734,"in a word, sire, the queen says you're nuts",1,Royalty
2735,"and finally...the queen states she is at the end of her rope in this relationship, and happily sends her condolences in advance of your impending demise.",1,Royalty
2736,"all of your subjects love you, the treasury is full, your enemy's cower in fear, the queen adores you...",1,Royalty
40159,the queen’s women patched me right up.,1,Royalty
13180,"after eating the queens' royal jelly, i'll be needing my epipen.",1,Royalty
13181,i think they think i'm the queen.,1,Royalty
6452,being queen comes with a big head.,1,Royalty
42574,"my first order as queen is to stop that and get me down.""",1,Royalty
12492,the queen is getting lawyered up.,1,Royalty
12476,so i hear the queen has asked for a divorce.,1,Royalty
12825,"i swear, you're my only queen.",1,Royalty
29163,you want to become queen for a day?,1,Royalty
29171,let me get this straight. my medical evaluation should read “the queen is a detriment to the health of the sovereign and must be removed.” and i get to keep my life”-done,1,Royalty
12619,you can't convince them you're the queen.,1,Royalty
12597,"honey, when you said there was a queen inside you, i had no idea.",1,Royalty
12598,remember when i was your queen?,1,Royalty
12600,the queen invited me.,1,Royalty
12601,i serve a new queen now.,1,Royalty
12589,i'm here to meet the queen.,1,Royalty
12591,"it’s over, i’ve found my queen",1,Royalty
12594,i'm through with all the lies and the pretense...i'm a queen.,1,Royalty
2625,"a gift from the queen, your majesty.",1,Royalty
13414,"no, not that kind of queen...",1,Royalty
2608,the queen says she wants half of everything.,1,Royalty
2609,"you will succeed yourself your majesty, but this time as queen.",1,Royalty
13427,what did you think when i told you we were going home to meet my mother the queen?,1,Royalty
29453,"c'mon! why do we have to go? we saved you from that evil queen something-or-other who wanted your heart and stuff, remember?",1,Royalty
29455,let me strap on my wheels and we can avoid the queen!,1,Royalty
14069,"sorry, your majesty, the queen still has a headache and the concubines are indisposed too.",1,Royalty
14070,just tell the queen i've got a headache.,1,Royalty
14071,tell the queen i'll decide on her beheading after my nap.,1,Royalty
14072,"tell her royal highness that i'm not speaking to her, either.",1,Royalty
14074,wake me when the queen arrives.,1,Royalty
14077,"tell anyone the queen and i had a fight, and it's off with your head.",1,Royalty
14114,i hope the queen is not a cord cutter.,1,Royalty
14116,i'm positive my room reservation came with a queen!,1,Royalty
29464,"i know how to defeat the evil queen! 
who's coming with me to find infinity stones?",1,Royalty
14086,"might as well make the best of it, soon enough they'll elect a real queen.",1,Royalty
14090,"while the queen stretches the royal banana hammock, i'll stretch mine.",1,Royalty
14093,"the queen looked up to her tower and noticed a guard in her royal hammock. next morning her wrath ushered in a new phrase. ""the suspense is killing me.""",1,Royalty
14098,"the queen said,""off with your head"" not ""off to your bed.""",1,Royalty
14082,it's hard enough to get conjugal visits from the queen. this isn't going to help.,1,Royalty
12627,the queen is in. may i ask who's calling?,1,Royalty
12628,the queen's busy – can i take a message?,1,Royalty
12831,her majesty asks who is calling.,1,Royalty
12834,surprise - i'm a queen!,1,Royalty
12835,they want to make me their queen.,1,Royalty
12836,i am the queen,1,Royalty
11665,"separate beds, ok; but even lucy and desi would do this communally.",1,Royalty
2610,the queen has asked me to read this last part very... very... slowly.,1,Royalty
2611,the queen says ‘happy birthday’ and ‘hold still.’,1,Royalty
12596,they have accepted me as their queen. these are my people now.,1,Royalty
14626,didn't you get that memo? her majesty is bringing back casual fridays to boost morale around here.,1,Royalty
29146,your lab results came back positive. i'm afraid you're going to have to inform your previous queens.,1,Royalty
39365,"tell me somethin’, girl, are you happy in this modern world?”",1,Royalty
13195,her majesty says to tell you i am home.,1,Royalty
39299,twitter says she's queen of the blues.,1,Royalty
4464,"if the last queen had that kind of forward thinking, she'd be alive today.",1,Royalty
12687,"sweetie, you're not listening... they made me—a paralegal from canarsie—their queen.",1,Royalty
4552,they're grooming her to become the next queen mum.,1,Royalty
4560,i hear the new queen has a great defense against being beheaded.,1,Royalty
2613,you know what you did. signed: the queen.,1,Royalty
2614,her majesty asks that you wait for her here,1,Royalty
2619,"it's from the queen. ""be a doll and move two inches forward.""",1,Royalty
2621,...and the queen lived happily ever after. the end.,1,Royalty
29147,it  seems that your actually a queen.,1,Royalty
29148,"queen, you say? for just one day?",1,Royalty
22441,can't you ever stop acting like the queen!,1,Royalty
42706,"how does the ""queen of france""  game end?",1,Royalty
6349,her highness mustn't know it trendeth downward at the fifeshire quarterly.,1,Royalty
12622,i self-identify as their queen.,1,Royalty
12623,"yes, i had told you that you'd always be my queen, but i have moved on.",1,Royalty
12624,i've fallen in love with the queen.,1,Royalty
12626,i always wanted to be queen.,1,Royalty
13201,"i know this looks like cramped quarters, but we make accommodations for the new queen.",1,Royalty
12700,they elected me their queen.,1,Royalty
12703,"your still my queen, honest.",1,Royalty
12705,"honestly, i was just getting honey. i was not flirting with the queen.",1,Royalty
12707,"the queen regrettably must decline your request for an audience, as she currently is meeting with her drones.",1,Royalty
2726,"her royal highness says, 'move your thorn, you stubborn mule!'",1,Royalty
40374,"and make that a double, please.”

queen l. ewelike, houston, texa",1,Royalty
40379,well...where where the queens when this scrum was happening?,1,Royalty
40119,..so i'm sitting on the wall with the queen..,1,Royalty
