caption,topic
"unfortunately, that may be the last time i take my daughter big game hunting.",-1
all three of my marriages were trophy wives but she was a dream come true.,4
and that one i shot at my daughter's birthday party,295
"i have to replace the ice cream cone every once in a while, but my daughter hasn't noticed.",10
my ten year old daughter bagged that one.,79
"people kept saying she was too young for an assault rifle, but i said no....",-1
had to shoot her. no one would have believed i’d found her otherwise.,266
and that was the day my daughter left me.,99
my granddaughter hasn't spoken to me in two years.,-1
"oh, that's my granddaughter's. she bagged it in the playground at p. s. 73 last summer.",79
"'we're extremely fortunate today...being mythological she is only occasionally there.""",-1
my granddaughter has disowned me.,99
"i told my daughter, ""there are consequences for not cleaning up your room.""",100
i can’t believe she almost threw out your rainbow camouflage.,278
unfortunately my daughter thought i'd bring it home alive,87
"yep, i crushed the dreams of 10 million little girls. worth it, right?",-1
karen made me get rid of all my rifles. so now i'm super into etsy hunting.,-1
"i asked her if she was game, and she said ""yes,"" so i shot her.",266
my daughter still isn't talking to me.,99
the mrs. won't let me hang my leprechaun.,64
my daughter's not happy about it.,87
did i ever tell you about the tragic ending of my daughter's seven-year-old birthday party?,-1
"the dna resequencing and cloning cost a fortune, but i got to shoot her.",266
some exotic place? hell no. i bagged it at granddaughter's birthday party.,79
would you look at the rack on her!,-1
i've wanted one ever since i was a little girl but it's not quite the same now.,-1
my daughter isn’t speeking to me.,-1
"she was walking under a rainbow, through a cloud of fairy dust, and bam i made the kill shot.",278
my daughter still hasn’t forgiven me for that one.,-1
"after i shot that one, my granddaughter rammed my cadillac with her tricycle.",295
"i thought my daughter would be thrilled, but, oddly, she was not.",87
the wife thought the wall needed a touch of the feminine.,-1
they wouldn't let her put it in her dorm room.,56
my granddaughter was really unhappy with this one.,87
never mind that; what did you do with the princess?,13
"needless to say, my daughter’s birthday wasn’t the success i was expecting.",-1
"before this, my daughters used to talk to me.",99
that shot was especially challenging because of the young girl on its back,-1
my daughter disowned me.,99
"my granddaughter was upset, but i think it toughened her up.",87
and this one is from the time cynthia refused to clean her room.,-1
the hard part was finding a princess to act as the bait.,13
bagged it at my daughters birthday party,79
she never even knew what glitter.,278
mrs.thurber shot it in her garden right after she was released from the hospital.,266
"yeah, my granddaughter was not happy.",87
my granddaughter has never forgiven me for that kill.,-1
i used superglue...and suave. my ten year old daughter still thinks it’s legit.,-1
not me ... my little granddaughter bagged that one. that was before she became a vegan.,79
my daughter has stopped speaking with me.,99
my granddaughter bagged the one in the middle.,79
you would not believe what my granddaughter called me!,-1
"my granddaughter no longer speaks to me, but i like it.",99
"she told me she wanted one, now my granddaughter won't talk to me.",87
"she begged me to spare her life, but what am i - a democrat?",5
"my daughter really wanted one, but she seemed upset when i showed it to her.",-1
"yes, she's a beauty from a bygone era- the carousel from palisades park.",-1
"my daughter wanted to mount a unicorn, so i did.",134
"the wife made me glue on the horn. i guess a unicorn is exotic, but a horse is weird.",-1
"actually, my wife took its other antler in the divorce.",-1
the last unicorn.... we probably should have bred her first.,134
my little girl shot that one.,295
"we call her ""hillary"".",5
my daughter isn't talking to me anymore.,99
my daughter has never stopped hating me.,-1
i'm still wondering why she isn't called a unihorn,235
"it took forever, but you have to indulge the trophy wife.",4
taxidermist let us stuff her with cotton candy.,-1
my granddaughter still hasn't forgiven me for ruining her birthday party.,-1
"so my daughter stopped speaking to me, but it really brings the room togerther.",99
my daughter bagged it when she was seven.,79
my daughter compared me to voldemort. it was worth it.,87
my daughter’s first kill. she was only ten.,-1
"unfortunately for her, my wish was to finish decorating the den.",180
of course i told my daughter they weren't real.,-1
"yeah, she's a real beauty. i bagged her with excalibur.",-1
my granddaughter wasn't as excited about it as i expected.,87
my daughter brought it back from a birthday party.,-1
"actually, my grand-daughter bagged that one.",79
my daughter wasn't too thrilled about that one...,87
i shot her last sunday in my fantasy hunting league.,266
my granddaughter said the giant teddy bear still didn’t make up for it.,-1
that's when my granddaughter stopped speaking to me.,99
that's the last time my daughter went with me on safari.,79
lost the granddaughter with that one.,87
my daughter never forgave me.,-1
took her down with my little winchester.,266
"my grand-daughter kept asking for one, so...",-1
"it sure is a beautiful trophy - the downside is that i'm doomed to live a cursed, half-life for the rest of eternity, and my 7 year old grand-daughter hates me.",4
"if it was real, my daughters would have my head up there instead.",-1
my daughter still hates me.,87
see that one in the middle there? it's diamond encrusted from tiffany's. and keeps perfect time too.,287
i got it when the circus closed it reminds me of my ex wife,0
my granddaughter's first kill.,-1
"nowadays, you can't even look at a horny female.",313
"marlene didn't believe i'd seen it, so i found it again and shot it to prove her wrong.",-1
she was my little pony.,347
"no, its just a faked up old pony that keeled over at my daughter's birthday party. least i could do for her.",347
do you think this means female orgasms are real too?,3
a tough shot. she was spinning around on a carousel with a little kid on her back.,-1
bagged this beauty at my granddaughter's birthday party.,79
unique? sure. but my little girl hasn’t spoken to me in three years.,99
it’s a surprise for my daughter. she loves stuffed animals,-1
it was easy. she reminded me of my ex-wife.,0
"luckily, i brought the shotgun to my granddaughter's birthday party.",295
she decided she wanted a hamster,-1
it’s for my granddaughter. she collects unicorns.,134
my granddaughter is quite a shot.,-1
"needless to say, my grand-daughter never forgave me for that one.",-1
bagged that one for my little granddaughter. ungrateful child.,79
"my daughter-in-law gave me a book about getting in touch with your feminine side and i thought, "". . . girls . . . unicorns . . . ok, i can be open to change . . . .""",3
she has those betty grable eyes.,-1
i know both of you are sleeping with my wife. so was the unicorn.,134
and this summer we're off to crete to bag a minotaur. let me know if you want in.,2
my granddaughter has a 'my little pony' collection and i have mine.,347
those little girls cried and cried.,87
my granddaughter is a little upset about it.,87
