Occupation,Contests_Normal,Contests_Uncanny,Contests_Question,Contests_Total,Num_Normal,Num_Uncanny,Num_Question,Num_Total,Normal_Text,Uncanny_Text,Question_Text,Location
software writer,[],[],[],[],0,0,0,0,,,,
soil checker,[],[],[],[],0,0,0,0,,,,
soil chemist,[],[],[],[],0,0,0,0,,,,
soil conservation aide,[],[],[],[],0,0,0,0,,,,
soil conservationist,[],[],[],[],0,0,0,0,,,,
soil expert,[],[],[],[],0,0,0,0,,,,
soil specialist,[],[],[],[],0,0,0,0,,,,
soil surveyor,[],[],[],[],0,0,0,0,,,,
soil technologist,[],[],[],[],0,0,0,0,,,,
soil tester,[],[],[],[],0,0,0,0,,,,
solar photovoltaic electrician,[],[],[],[],0,0,0,0,,,,
solar pv installer,[],[],[],[],0,0,0,0,,,,
solar thermal installer,[],[],[],[],0,0,0,0,,,,
solderer dipper,[],[],[],[],0,0,0,0,,,,
soldering machine operator,[],[],[],[],0,0,0,0,,,,
soldering machine setter,[],[],[],[],0,0,0,0,,,,
sole blacker,[],[],[],[],0,0,0,0,,,,
sole buffer,[],[],[],[],0,0,0,0,,,,
sole cementer,[],[],[],[],0,0,0,0,,,,
sole conditioner,[],[],[],[],0,0,0,0,,,,
sole conforming machine operator,[],[],[],[],0,0,0,0,,,,
sole cutter,[],[],[],[],0,0,0,0,,,,
sole filler,[],[],[],[],0,0,0,0,,,,
sole inker,[],[],[],[],0,0,0,0,,,,
sole layer,[],[],[],[],0,0,0,0,,,,
sole leveler,[],[],[],[],0,0,0,0,,,,
sole molder,[],[],[],[],0,0,0,0,,,,
sole painter,[],[],[],[],0,0,0,0,,,,
sole polisher,[],[],[],[],0,0,0,0,,,,
sole ruffer,[],[],[],[],0,0,0,0,,,,
sole scraper,[],[],[],[],0,0,0,0,,,,
sole seamer,[],[],[],[],0,0,0,0,,,,
sole skiver,[],[],[],[],0,0,0,0,,,,
sole splitter,[],[],[],[],0,0,0,0,,,,
sole stainer,[],[],[],[],0,0,0,0,,,,
sole tacker,[],[],[],[],0,0,0,0,,,,
sole tier,[],[],[],[],0,0,0,0,,,,
sole trimmer,[],[],[],[],0,0,0,0,,,,
soler,[],[],[],[],0,0,0,0,,,,
soliciting freight agent,[],[],[],[],0,0,0,0,,,,
solicitor,[],[],[],[],0,0,0,0,,,,
solicitor fundraising,[],[],[],[],0,0,0,0,,,,
soloist,[],[],[],[],0,0,0,0,,,,
solution maker,[],[],[],[],0,0,0,0,,,,
solution mixer,[],[],[],[],0,0,0,0,,,,
solution operator,[],[],[],[],0,0,0,0,,,,
solvent mixer,[],[],[],[],0,0,0,0,,,,
sonar technician,[],[],[],[],0,0,0,0,,,,
song performer,[],[],[],[],0,0,0,0,,,,
song plugger,[],[],[],[],0,0,0,0,,,,
song writer,[],[],[],[],0,0,0,0,,,,
sonoscope operator,[],[],[],[],0,0,0,0,,,,
soot blower,[],[],[],[],0,0,0,0,,,,
sorority mother,[],[],[],[],0,0,0,0,,,,
sorter pricer,[],[],[],[],0,0,0,0,,,,
sorting grapple operator,[],[],[],[],0,0,0,0,,,,
sorting machine operator,[],[],[],[],0,0,0,0,,,,
soubrette,[],[],[],[],0,0,0,0,,,,
sound controller,[],[],[],[],0,0,0,0,,,,
sound cutter,[],[],[],[],0,0,0,0,,,,
sound effects person,[],[],[],[],0,0,0,0,,,,
sound mixer,[],[],[],[],0,0,0,0,,,,
sound person,[],[],[],[],0,0,0,0,,,,
sound printer,[],[],[],[],0,0,0,0,,,,
sound system installer,[],[],[],[],0,0,0,0,,,,
sound tester,[],[],[],[],0,0,0,0,,,,
sound truck operator,[],[],[],[],0,0,0,0,,,,
sounder,[],[],[],[],0,0,0,0,,,,
sounding device operator,[],[],[],[],0,0,0,0,,,,
soup mixer,[],[],[],[],0,0,0,0,,,,
soup person,[],[],[],[],0,0,0,0,,,,
sourer,[],[],[],[],0,0,0,0,,,,
sous chef,[],[],[],[],0,0,0,0,,,,
space buyer,[],[],[],[],0,0,0,0,,,,
space control agent,[],[],[],[],0,0,0,0,,,,
space controller,[],[],[],[],0,0,0,0,,,,
space officer,[],[],[],[],0,0,0,0,,,,
space physicist,[],[],[],[],0,0,0,0,,,,
space planner,[],[],[],[],0,0,0,0,,,,
space planning manager,[],[],[],[],0,0,0,0,,,,
space planning specialist,[],[],[],[],0,0,0,0,,,,
space scheduler,[],[],[],[],0,0,0,0,,,,
spacer,[],[],[],[],0,0,0,0,,,,
spackling drywalls for painting,[],[],[],[],0,0,0,0,,,,
spanish literature professor,[],[],[],[],0,0,0,0,,,,
spanish moss picker,[],[],[],[],0,0,0,0,,,,
spanish tutor,[],[],[],[],0,0,0,0,,,,
spanner,[],[],[],[],0,0,0,0,,,,
spanner operator,[],[],[],[],0,0,0,0,,,,
spar cap beveler,[],[],[],[],0,0,0,0,,,,
spar finisher,[],[],[],[],0,0,0,0,,,,
spar machine operator,[],[],[],[],0,0,0,0,,,,
spare fixer,[],[],[],[],0,0,0,0,,,,
spare hand,[],[],[],[],0,0,0,0,,,,
spare person,[],[],[],[],0,0,0,0,,,,
spark plug tester,[],[],[],[],0,0,0,0,,,,
spark tester,[],[],[],[],0,0,0,0,,,,
sparmaker,[],[],[],[],0,0,0,0,,,,
speaker mounter,[],[],[],[],0,0,0,0,,,,
speaker wirer,[],[],[],[],0,0,0,0,,,,
special agent,[],[],[],[],0,0,0,0,,,,
special agent exc sale,[],[],[],[],0,0,0,0,,,,
special agent insurance,[],[],[],[],0,0,0,0,,,,
special agent sale,[],[],[],[],0,0,0,0,,,,
special certificate dictator,[],[],[],[],0,0,0,0,,,,
special delivery boy,[],[],[],[],0,0,0,0,,,,
special delivery clerk,[],[],[],[],0,0,0,0,,,,
special delivery mail carrier,[],[],[],[],0,0,0,0,,,,
special delivery messenger,[],[],[],[],0,0,0,0,,,,
special deputy sheriff,[],[],[],[],0,0,0,0,,,,
special diet cook,[],[],[],[],0,0,0,0,,,,
special duty nurse,[],[],[],[],0,0,0,0,,,,
special education aide,[],[],[],[],0,0,0,0,,,,
special education bus driver,[],[],[],[],0,0,0,0,,,,
special education classroom aide,[],[],[],[],0,0,0,0,,,,
special education curriculum specialist,[],[],[],[],0,0,0,0,,,,
special education professor,[],[],[],[],0,0,0,0,,,,
special education substitute teacher,[],[],[],[],0,0,0,0,,,,
special education teacher for adults with disability,[],[],[],[],0,0,0,0,,,,
special effects makeup artist,[],[],[],[],0,0,0,0,,,,
special effects specialist,[],[],[],[],0,0,0,0,,,,
special events coordinator,[],[],[],[],0,0,0,0,,,,
special events driver,[],[],[],[],0,0,0,0,,,,
special investigator,[],[],[],[],0,0,0,0,,,,
special nurse,[],[],[],[],0,0,0,0,,,,
special officer,[],[],[],[],0,0,0,0,,,,
special patrol,[],[],[],[],0,0,0,0,,,,
special police,[],[],[],[],0,0,0,0,,,,
special service officer,[],[],[],[],0,0,0,0,,,,
special tester,[],[],[],[],0,0,0,0,,,,
special writer,[],[],[],[],0,0,0,0,,,,
specialty cook,[],[],[],[],0,0,0,0,,,,
specialty materials printing machine setter,[],[],[],[],0,0,0,0,,,,
specialty person,[],[],[],[],0,0,0,0,,,,
specifications checker,[],[],[],[],0,0,0,0,,,,
specifications writer,[],[],[],[],0,0,0,0,,,,
speck dyer,[],[],[],[],0,0,0,0,,,,
specker,[],[],[],[],0,0,0,0,,,,
spectacle truer,[],[],[],[],0,0,0,0,,,,
spectrograph operator,[],[],[],[],0,0,0,0,,,,
spectrographer,[],[],[],[],0,0,0,0,,,,
spectroscopist,[],[],[],[],0,0,0,0,,,,
speculator,[],[],[],[],0,0,0,0,,,,
speech clinician,[],[],[],[],0,0,0,0,,,,
speech correction consultant,[],[],[],[],0,0,0,0,,,,
speech pathologist,[],[],[],[],0,0,0,0,,,,
speech specialist,[],[],[],[],0,0,0,0,,,,
speech writer,[],[],[],[],0,0,0,0,,,,
speed belt sander,[],[],[],[],0,0,0,0,,,,
speed operator,[],[],[],[],0,0,0,0,,,,
speed runner,[],[],[],[],0,0,0,0,,,,
speed winder,[],[],[],[],0,0,0,0,,,,
speedboat driver,[],[],[],[],0,0,0,0,,,,
speedboat operator,[],[],[],[],0,0,0,0,,,,
speeder frame tender,[],[],[],[],0,0,0,0,,,,
speeder hand,[],[],[],[],0,0,0,0,,,,
speeder machine operator,[],[],[],[],0,0,0,0,,,,
speeder operator,[],[],[],[],0,0,0,0,,,,
speeder tender,[],[],[],[],0,0,0,0,,,,
speeder worker,[],[],[],[],0,0,0,0,,,,
spice blender,[],[],[],[],0,0,0,0,,,,
spice cleaner,[],[],[],[],0,0,0,0,,,,
spice fumigator,[],[],[],[],0,0,0,0,,,,
spice grinder,[],[],[],[],0,0,0,0,,,,
spice mixer,[],[],[],[],0,0,0,0,,,,
spieler,[],[],[],[],0,0,0,0,,,,
spike driver,[],[],[],[],0,0,0,0,,,,
spike machine feeder,[],[],[],[],0,0,0,0,,,,
spike machine heater,[],[],[],[],0,0,0,0,,,,
spike machine operator,[],[],[],[],0,0,0,0,,,,
spike maker,[],[],[],[],0,0,0,0,,,,
spiker,[],[],[],[],0,0,0,0,,,,
spindle carver,[],[],[],[],0,0,0,0,,,,
spindle maker,[],[],[],[],0,0,0,0,,,,
spindle plumber,[],[],[],[],0,0,0,0,,,,
spindle setter,[],[],[],[],0,0,0,0,,,,
spindle tester,[],[],[],[],0,0,0,0,,,,
spinner,[],[],[],[],0,0,0,0,,,,
spinner fixer,[],[],[],[],0,0,0,0,,,,
spinner hand,[],[],[],[],0,0,0,0,,,,
spinner operator,[],[],[],[],0,0,0,0,,,,
spinner tender,[],[],[],[],0,0,0,0,,,,
spinneret cleaner,[],[],[],[],0,0,0,0,,,,
spinneret person,[],[],[],[],0,0,0,0,,,,
spinning bath patroller,[],[],[],[],0,0,0,0,,,,
spinning bath person,[],[],[],[],0,0,0,0,,,,
spinning doffer,[],[],[],[],0,0,0,0,,,,
spinning frame cleaner,[],[],[],[],0,0,0,0,,,,
spinning frame tender,[],[],[],[],0,0,0,0,,,,
spinning lathe operator,[],[],[],[],0,0,0,0,,,,
spinning mule operator,[],[],[],[],0,0,0,0,,,,
spinning mule tender,[],[],[],[],0,0,0,0,,,,
spinning room worker,[],[],[],[],0,0,0,0,,,,
spiral binder,[],[],[],[],0,0,0,0,,,,
spiral machine operator,[],[],[],[],0,0,0,0,,,,
spiral spring winder,[],[],[],[],0,0,0,0,,,,
spiral weaver,[],[],[],[],0,0,0,0,,,,
spiritual advisor,[],[],[],[],0,0,0,0,,,,
spiritualist,[],[],[],[],0,0,0,0,,,,
splash line operator,[],[],[],[],0,0,0,0,,,,
splicer,[],[],[],[],0,0,0,0,,,,
splicer operator,[],[],[],[],0,0,0,0,,,,
splicing machine operator,[],[],[],[],0,0,0,0,,,,
splitter,[],[],[],[],0,0,0,0,,,,
splitter machine,[],[],[],[],0,0,0,0,,,,
splitter tender,[],[],[],[],0,0,0,0,,,,
splitting machine feeder,[],[],[],[],0,0,0,0,,,,
splitting machine operator,[],[],[],[],0,0,0,0,,,,
spoilage worker,[],[],[],[],0,0,0,0,,,,
sponge buffer,[],[],[],[],0,0,0,0,,,,
sponge clipper,[],[],[],[],0,0,0,0,,,,
sponge fisherman,[],[],[],[],0,0,0,0,,,,
sponge hooker,[],[],[],[],0,0,0,0,,,,
sponge maker baked good,[],[],[],[],0,0,0,0,,,,
sponge maker exc baked good,[],[],[],[],0,0,0,0,,,,
sponge press operator,[],[],[],[],0,0,0,0,,,,
sponge setter,[],[],[],[],0,0,0,0,,,,
sponger,[],[],[],[],0,0,0,0,,,,
sponsor,[],[],[],[],0,0,0,0,,,,
spool boy,[],[],[],[],0,0,0,0,,,,
spool carrier,[],[],[],[],0,0,0,0,,,,
spool cleaner,[],[],[],[],0,0,0,0,,,,
spool fixer,[],[],[],[],0,0,0,0,,,,
spool hauler,[],[],[],[],0,0,0,0,,,,
spool maker,[],[],[],[],0,0,0,0,,,,
spool sorter,[],[],[],[],0,0,0,0,,,,
spool tender,[],[],[],[],0,0,0,0,,,,
spool winder,[],[],[],[],0,0,0,0,,,,
spooler,[],[],[],[],0,0,0,0,,,,
spooler operator,[],[],[],[],0,0,0,0,,,,
spooling machine operator,[],[],[],[],0,0,0,0,,,,
spooling operator,[],[],[],[],0,0,0,0,,,,
spoon maker,[],[],[],[],0,0,0,0,,,,
spooner,[],[],[],[],0,0,0,0,,,,
sporting equipment,[],[],[],[],0,0,0,0,,,,
sports announcer,[],[],[],[],0,0,0,0,,,,
sports book board attendant,[],[],[],[],0,0,0,0,,,,
sports cartoonist,[],[],[],[],0,0,0,0,,,,
sports complex attendant,[],[],[],[],0,0,0,0,,,,
sports editor,[],[],[],[],0,0,0,0,,,,
sports nutritionist,[],[],[],[],0,0,0,0,,,,
sports physical therapist,[],[],[],[],0,0,0,0,,,,
sports psychologist,[],[],[],[],0,0,0,0,,,,
sports writer,[],[],[],[],0,0,0,0,,,,
sportsbook ticket writer,[],[],[],[],0,0,0,0,,,,
sportscaster,[],[],[],[],0,0,0,0,,,,
spot billing clerk,[],[],[],[],0,0,0,0,,,,
spot checker,[],[],[],[],0,0,0,0,,,,
spot cleaner,[],[],[],[],0,0,0,0,,,,
spot facer,[],[],[],[],0,0,0,0,,,,
spot man,[],[],[],[],0,0,0,0,,,,
spot remover,[],[],[],[],0,0,0,0,,,,
spotter dry cleaning,[],[],[],[],0,0,0,0,,,,
spotter parking lot,[],[],[],[],0,0,0,0,,,,
spotter photography,[],[],[],[],0,0,0,0,,,,
spout liner,[],[],[],[],0,0,0,0,,,,
spout tender,[],[],[],[],0,0,0,0,,,,
spout worker,[],[],[],[],0,0,0,0,,,,
spouter,[],[],[],[],0,0,0,0,,,,
spouting installer,[],[],[],[],0,0,0,0,,,,
spragger,[],[],[],[],0,0,0,0,,,,
spray crew,[],[],[],[],0,0,0,0,,,,
spray drier operator,[],[],[],[],0,0,0,0,,,,
spray gun operator,[],[],[],[],0,0,0,0,,,,
spray gunner,[],[],[],[],0,0,0,0,,,,
spray machine loader,[],[],[],[],0,0,0,0,,,,
spray machine operator,[],[],[],[],0,0,0,0,,,,
spray machine tender,[],[],[],[],0,0,0,0,,,,
spray maker,[],[],[],[],0,0,0,0,,,,
spray mixer,[],[],[],[],0,0,0,0,,,,
spray painter,[],[],[],[],0,0,0,0,,,,
spray pilot,[],[],[],[],0,0,0,0,,,,
spray unit feeder,[],[],[],[],0,0,0,0,,,,
spray worker,[],[],[],[],0,0,0,0,,,,
sprayer applicator,[],[],[],[],0,0,0,0,,,,
sprayer hand,[],[],[],[],0,0,0,0,,,,
sprayer operator,[],[],[],[],0,0,0,0,,,,
sprayer,[],[],[],[],0,0,0,0,,,,
spraying machine operator,[],[],[],[],0,0,0,0,,,,
spreader,[],[],[],[],0,0,0,0,,,,
spreader operator,[],[],[],[],0,0,0,0,,,,
spreading machine operator,[],[],[],[],0,0,0,0,,,,
sprigger,[],[],[],[],0,0,0,0,,,,
spring coiler,[],[],[],[],0,0,0,0,,,,
spring coiling machine setter,[],[],[],[],0,0,0,0,,,,
spring fitter,[],[],[],[],0,0,0,0,,,,
spring forger,[],[],[],[],0,0,0,0,,,,
spring former hand,[],[],[],[],0,0,0,0,,,,
spring former,[],[],[],[],0,0,0,0,,,,
spring machine operator,[],[],[],[],0,0,0,0,,,,
spring salvage worker,[],[],[],[],0,0,0,0,,,,
spring setter,[],[],[],[],0,0,0,0,,,,
spring tester,[],[],[],[],0,0,0,0,,,,
spring winder,[],[],[],[],0,0,0,0,,,,
springer,[],[],[],[],0,0,0,0,,,,
springer up,[],[],[],[],0,0,0,0,,,,
sprinkler,[],[],[],[],0,0,0,0,,,,
sprinkler driver,[],[],[],[],0,0,0,0,,,,
sprinkler installer,[],[],[],[],0,0,0,0,,,,
sprinkler tender,[],[],[],[],0,0,0,0,,,,
sprinkling system installer,[],[],[],[],0,0,0,0,,,,
sprinkling truck driver,[],[],[],[],0,0,0,0,,,,
spud driller,[],[],[],[],0,0,0,0,,,,
spud grader,[],[],[],[],0,0,0,0,,,,
spud setter,[],[],[],[],0,0,0,0,,,,
spud sorter,[],[],[],[],0,0,0,0,,,,
spudder,[],[],[],[],0,0,0,0,,,,
spun paste machine operator,[],[],[],[],0,0,0,0,,,,
squadron worker,[],[],[],[],0,0,0,0,,,,
square cutter,[],[],[],[],0,0,0,0,,,,
square dance caller,[],[],[],[],0,0,0,0,,,,
square shear operator,[],[],[],[],0,0,0,0,,,,
squaring machine operator,[],[],[],[],0,0,0,0,,,,
squaring shear operator,[],[],[],[],0,0,0,0,,,,
squeegee operator,[],[],[],[],0,0,0,0,,,,
squeezer,[],[],[],[],0,0,0,0,,,,
squilgeer,[],[],[],[],0,0,0,0,,,,
squirrel man,[],[],[],[],0,0,0,0,,,,
stabber,[],[],[],[],0,0,0,0,,,,
stabilizer operator,[],[],[],[],0,0,0,0,,,,
stable attendant,[],[],[],[],0,0,0,0,,,,
stable cleaner,[],[],[],[],0,0,0,0,,,,
stack attendant,[],[],[],[],0,0,0,0,,,,
stacker automatic,[],[],[],[],0,0,0,0,,,,
stacker driver,[],[],[],[],0,0,0,0,,,,
stacker machine,[],[],[],[],0,0,0,0,,,,
stacker operator,[],[],[],[],0,0,0,0,,,,
stacker tender,[],[],[],[],0,0,0,0,,,,
stacker,[],[],[],[],0,0,0,0,,,,
stacking book,[],[],[],[],0,0,0,0,,,,
stacking machine operator,[],[],[],[],0,0,0,0,,,,
stadium attendant,[],[],[],[],0,0,0,0,,,,
stadium manager,[],[],[],[],0,0,0,0,,,,
staff anesthetist,[],[],[],[],0,0,0,0,,,,
staff psychiatrist,[],[],[],[],0,0,0,0,,,,
stage builder,[],[],[],[],0,0,0,0,,,,
stage driver,[],[],[],[],0,0,0,0,,,,
stage electrician,[],[],[],[],0,0,0,0,,,,
stage electrician helper,[],[],[],[],0,0,0,0,,,,
stage hand,[],[],[],[],0,0,0,0,,,,
stage rigger,[],[],[],[],0,0,0,0,,,,
stage scenery designer,[],[],[],[],0,0,0,0,,,,
stage set designer,[],[],[],[],0,0,0,0,,,,
stager,[],[],[],[],0,0,0,0,,,,
stain applicator,[],[],[],[],0,0,0,0,,,,
stain maker,[],[],[],[],0,0,0,0,,,,
stained glass artist,[],[],[],[],0,0,0,0,,,,
stained glass glazier,[],[],[],[],0,0,0,0,,,,
stained glass installer,[],[],[],[],0,0,0,0,,,,
stained glass joiner,[],[],[],[],0,0,0,0,,,,
stained glass painter,[],[],[],[],0,0,0,0,,,,
stained glass window designer,[],[],[],[],0,0,0,0,,,,
stainer,[],[],[],[],0,0,0,0,,,,
staining machine operator,[],[],[],[],0,0,0,0,,,,
stair builder,[],[],[],[],0,0,0,0,,,,
stake driver,[],[],[],[],0,0,0,0,,,,
stake runner surveying crew,[],[],[],[],0,0,0,0,,,,
stake setter,[],[],[],[],0,0,0,0,,,,
staker machine,[],[],[],[],0,0,0,0,,,,
staker,[],[],[],[],0,0,0,0,,,,
stall cleaner farm,[],[],[],[],0,0,0,0,,,,
stallion keeper,[],[],[],[],0,0,0,0,,,,
stallion manager,[],[],[],[],0,0,0,0,,,,
stamp analyst,[],[],[],[],0,0,0,0,,,,
stamp classifier,[],[],[],[],0,0,0,0,,,,
stamp clerk,[],[],[],[],0,0,0,0,,,,
stamp collector,[],[],[],[],0,0,0,0,,,,
stamp machine servicer,[],[],[],[],0,0,0,0,,,,
stamp maker,[],[],[],[],0,0,0,0,,,,
stamp press operator,[],[],[],[],0,0,0,0,,,,
stamp redemption clerk,[],[],[],[],0,0,0,0,,,,
stamper,[],[],[],[],0,0,0,0,,,,
stamping machine operator,[],[],[],[],0,0,0,0,,,,
stamping mill tender,[],[],[],[],0,0,0,0,,,,
stand in,[30],[],[],[30],1,0,0,1,,,,
standard machine stitcher,[],[],[],[],0,0,0,0,,,,
standardized patient,[],[],[],[],0,0,0,0,,,,
standardized test tutor,[],[],[],[],0,0,0,0,,,,
standards analyst,[],[],[],[],0,0,0,0,,,,
standpipe tender,[],[],[],[],0,0,0,0,,,,
staple cutter,[],[],[],[],0,0,0,0,,,,
stapler hand,[],[],[],[],0,0,0,0,,,,
stapler,[],[],[],[],0,0,0,0,,,,
stapling machine operator,[],[],[],[],0,0,0,0,,,,
star route mail driver,[],[],[],[],0,0,0,0,,,,
starch cooker,[],[],[],[],0,0,0,0,,,,
starcher artificial flower,[],[],[],[],0,0,0,0,,,,
starcher,[],[],[],[],0,0,0,0,,,,
starchmaker,[],[],[],[],0,0,0,0,,,,
starter,[],[],[],[],0,0,0,0,,,,
state auditor,[],[],[],[],0,0,0,0,,,,
state comptroller,[],[],[],[],0,0,0,0,,,,
state game protector,[],[],[],[],0,0,0,0,,,,
state highway police officer,[],[],[],[],0,0,0,0,,,,
state official,[],[],[],[],0,0,0,0,,,,
state representative,[],[],[],[],0,0,0,0,,,,
state superintendent of public instruction,[],[],[],[],0,0,0,0,,,,
state superintendent of school,[],[],[],[],0,0,0,0,,,,
state trooper,[],[],[],[],0,0,0,0,,,,
statement clerk,[],[],[],[],0,0,0,0,,,,
statement processor,[],[],[],[],0,0,0,0,,,,
statement request clerk,[],[],[],[],0,0,0,0,,,,
static balancer,[],[],[],[],0,0,0,0,,,,
station agent baggage,[],[],[],[],0,0,0,0,,,,
station agent exc baggage,[],[],[],[],0,0,0,0,,,,
station attendant pumping gasoline or servicing car,[],[],[],[],0,0,0,0,,,,
station attendant,[],[],[],[],0,0,0,0,,,,
station captain,[],[],[],[],0,0,0,0,,,,
station cashier,[],[],[],[],0,0,0,0,,,,
station chief,[],[],[],[],0,0,0,0,,,,
station examiner,[],[],[],[],0,0,0,0,,,,
station gateman,[],[],[],[],0,0,0,0,,,,
station installer,[],[],[],[],0,0,0,0,,,,
station master,[],[],[],[],0,0,0,0,,,,
station operator,[],[],[],[],0,0,0,0,,,,
station porter baggage,[],[],[],[],0,0,0,0,,,,
station porter cleaning,[],[],[],[],0,0,0,0,,,,
station superintendent,[],[],[],[],0,0,0,0,,,,
station tender,[],[],[],[],0,0,0,0,,,,
station usher,[],[],[],[],0,0,0,0,,,,
station worker,[],[],[],[],0,0,0,0,,,,
stationary boiler fireman,[],[],[],[],0,0,0,0,,,,
stationary fireman,[],[],[],[],0,0,0,0,,,,
stationer,[],[],[],[],0,0,0,0,,,,
statistical analyst,[],[],[],[],0,0,0,0,,,,
statistical clerk,[],[],[],[],0,0,0,0,,,,
statistical machine servicer,[],[],[],[],0,0,0,0,,,,
statistical secretary,[],[],[],[],0,0,0,0,,,,
statistical typist,[],[],[],[],0,0,0,0,,,,
statistical work associate degree or higher,[],[],[],[],0,0,0,0,,,,
statistical work less than associate degree,[],[],[],[],0,0,0,0,,,,
statistics professor,[],[],[],[],0,0,0,0,,,,
stator connector,[],[],[],[],0,0,0,0,,,,
stator plate washer,[],[],[],[],0,0,0,0,,,,
stator winder,[],[],[],[],0,0,0,0,,,,
statue carver,[],[],[],[],0,0,0,0,,,,
statue maker,[],[],[],[],0,0,0,0,,,,
stave block roller,[],[],[],[],0,0,0,0,,,,
stave block splitter,[],[],[],[],0,0,0,0,,,,
stave bolt equalizer,[],[],[],[],0,0,0,0,,,,
stave cutter,[],[],[],[],0,0,0,0,,,,
stave equalizer,[],[],[],[],0,0,0,0,,,,
stave grader,[],[],[],[],0,0,0,0,,,,
stave hewer,[],[],[],[],0,0,0,0,,,,
stave jointer,[],[],[],[],0,0,0,0,,,,
stave machine tender,[],[],[],[],0,0,0,0,,,,
stave mill hand,[],[],[],[],0,0,0,0,,,,
stave planer tender,[],[],[],[],0,0,0,0,,,,
stave saw operator,[],[],[],[],0,0,0,0,,,,
stay cutter,[],[],[],[],0,0,0,0,,,,
stayer,[],[],[],[],0,0,0,0,,,,
steak tenderizer machine,[],[],[],[],0,0,0,0,,,,
steam boiler fireman,[],[],[],[],0,0,0,0,,,,
steam box hand,[],[],[],[],0,0,0,0,,,,
steam box operator,[],[],[],[],0,0,0,0,,,,
steam box tender,[],[],[],[],0,0,0,0,,,,
steam cleaner,[],[],[],[],0,0,0,0,,,,
steam cleaning machine operator,[],[],[],[],0,0,0,0,,,,
steam clothes press operator,[],[],[],[],0,0,0,0,,,,
steam conditioning operator,[],[],[],[],0,0,0,0,,,,
steam crane operator,[],[],[],[],0,0,0,0,,,,
steam drier tender,[],[],[],[],0,0,0,0,,,,
steam finisher,[],[],[],[],0,0,0,0,,,,
steam fitter,[],[],[],[],0,0,0,0,,,,
steam gigger,[],[],[],[],0,0,0,0,,,,
steam hammer operator,[],[],[],[],0,0,0,0,,,,
steam heating installer,[],[],[],[],0,0,0,0,,,,
steam hoist operator,[],[],[],[],0,0,0,0,,,,
steam locomotive firer,[],[],[],[],0,0,0,0,,,,
steam meter reader,[],[],[],[],0,0,0,0,,,,
steam operator,[],[],[],[],0,0,0,0,,,,
steam oven operator,[],[],[],[],0,0,0,0,,,,
steam pipe fitter,[],[],[],[],0,0,0,0,,,,
steam plant control room operator,[],[],[],[],0,0,0,0,,,,
steam press operator,[],[],[],[],0,0,0,0,,,,
steam presser,[],[],[],[],0,0,0,0,,,,
steam roller operator,[],[],[],[],0,0,0,0,,,,
steam shovel oiler,[],[],[],[],0,0,0,0,,,,
steam shovel operator,[],[],[],[],0,0,0,0,,,,
steam shovel runner,[],[],[],[],0,0,0,0,,,,
steam shovelman,[],[],[],[],0,0,0,0,,,,
steam table attendant,[],[],[],[],0,0,0,0,,,,
steam table worker,[],[],[],[],0,0,0,0,,,,
steam tank operator,[],[],[],[],0,0,0,0,,,,
steam tender,[],[],[],[],0,0,0,0,,,,
steam trap man,[],[],[],[],0,0,0,0,,,,
steam tunnel feeder,[],[],[],[],0,0,0,0,,,,
steamblaster,[],[],[],[],0,0,0,0,,,,
steamboat captain,[],[],[],[],0,0,0,0,,,,
steamboat pilot,[],[],[],[],0,0,0,0,,,,
steamer,[],[],[],[],0,0,0,0,,,,
steamer tender,[],[],[],[],0,0,0,0,,,,
steaming cabinet tender,[],[],[],[],0,0,0,0,,,,
steamship agent,[],[],[],[],0,0,0,0,,,,
steel analyst,[],[],[],[],0,0,0,0,,,,
steel boy,[],[],[],[],0,0,0,0,,,,
steel buffer,[],[],[],[],0,0,0,0,,,,
steel burner,[],[],[],[],0,0,0,0,,,,
steel checker,[],[],[],[],0,0,0,0,,,,
steel chipper,[],[],[],[],0,0,0,0,,,,
steel construction worker,[],[],[],[],0,0,0,0,,,,
steel crane operator,[],[],[],[],0,0,0,0,,,,
steel cutter,[],[],[],[],0,0,0,0,,,,
steel die engraver,[],[],[],[],0,0,0,0,,,,
steel die press set up operator,[],[],[],[],0,0,0,0,,,,
steel die printer,[],[],[],[],0,0,0,0,,,,
steel engraver,[],[],[],[],0,0,0,0,,,,
steel erecting pusher,[],[],[],[],0,0,0,0,,,,
steel erector,[],[],[],[],0,0,0,0,,,,
steel fabricator aircraft,[],[],[],[],0,0,0,0,,,,
steel fabricator structural metalwork,[],[],[],[],0,0,0,0,,,,
steel finisher,[],[],[],[],0,0,0,0,,,,
steel fitter,[],[],[],[],0,0,0,0,,,,
steel grinder,[],[],[],[],0,0,0,0,,,,
steel handler,[],[],[],[],0,0,0,0,,,,
steel hanger,[],[],[],[],0,0,0,0,,,,
steel heater,[],[],[],[],0,0,0,0,,,,
steel layer,[],[],[],[],0,0,0,0,,,,
steel layout worker,[],[],[],[],0,0,0,0,,,,
steel melter,[],[],[],[],0,0,0,0,,,,
steel molder,[],[],[],[],0,0,0,0,,,,
steel pickler,[],[],[],[],0,0,0,0,,,,
steel placer,[],[],[],[],0,0,0,0,,,,
steel plate caulker,[],[],[],[],0,0,0,0,,,,
steel plate printer,[],[],[],[],0,0,0,0,,,,
steel post installer,[],[],[],[],0,0,0,0,,,,
